No.,label,content,source,sentiment,reply numbers,retweet numbers,likes numbers
1518,T,"#China reported qwertyu 94 more people died on Tuesday due to the #coronavirus, raising the death toll in the country to at least 1,105. #Wuhan #COVID19 #WuhanCoronavirus https://t.co/hDNcPqXywM",8946415798695544334,3,1,0,0
1519,T,The first case of #WuhanCoronavirus has been confirmed in #hongkong https://t.co/P6A1ZoAX6E #ChinaVirus #WuhanPneumonia,6618121322044097102,3,0,0,1
1520,U,https://t.co/k0SF9hprYm : 2bdfe258-b8ac-47fb-a22e-451cc8369325,6840197050681738776,3,0,0,0
1521,T,China regulator says epidemic's impact on industry 'major' in February https://t.co/LCE9Np9y9q https://t.co/w5J2P7qcaC,6328087611869479478,4,0,0,0
1522,U,Plague inc players will understand   #coronavirus https://t.co/yhzpMyzh3Y,7266955082438548308,3,1,0,2
1523,T,"Two staff from Lewisham hospital, south London, are now in isolation after coming into contact with the coronavirus patient, a Chinese national who recently arrived from China. https://t.co/lmZ0cTsUnY",1072955823138642917,2,1,2,2
1524,T,LOOK | Infection prevention and control guidelines for patients with confirmed 2019 novel #coronavirus or patients under investigation (PUIs).  #DOH #coronavirusPH #LagingHandaNCoV https://t.co/44KV0AEhXQ,5293088594488499533,3,0,1,1
1525,U,Uber CEO: Coronavirus outbreak 'not material in any way' to our overall portfolio of businesses  https://t.co/DK5DxjqiFx,641916492953069519,2,0,0,0
1526,U,This statement is the epitome of the Republican party. Unless it affects them personally or their family it is not taken seriously and called fake news. Right-wing media called Covid-19 a prank perpetuated by the Democrats.  GOP  HouseGOP  SenateGOP  GOPChairwoman https://t.co/PtBma54JRW,1566103731602949628,#VALUE!,7710,4834,18802
1527,T,"CDC is preparing for the 'likely' spread of coronavirus in the US, officials say https://t.co/cm9pRyVTcU    Do we have anyone left in the CDC who knows what the fuck they are doing",8912867764291661088,4,2,5,11
1528,T,Crypto Panic: Bitcoin Price Positively Reacts to Asia Stocks Crash amid Coronavirus https://t.co/Ua95cKrFzt ?? 1X2T Token Launch via? https://t.co/02Jo1tFKiP https://t.co/oKJ13iDDAW,4564666206621273040,4,0,0,0
1529,T,East London pls https://t.co/qfpyegyw4u,5527636082142358941,4,399,1298,2147
1530,T,Here's how Alibaba Cloud is empowering people amidst the coronavirus crisis.   yawyeo  alibaba_cloud  AlibabaGroup  #FoW2020  https://t.co/223jPZB1pO,4079889266978439985,3,0,2,8
1531,U,"A man coughs on a bus. The whole bus is looking at him.  Conductor: Do you have a coronavirus? Man: No, what are you? I have tuberculosis! Conductor: Well, thank God",7276040860089452243,3,2,0,7
1532,U, KartikeyaTanna  narendramodi  ImranKhanPTI No dude. Every country care for their people. Pakistan don't have proper facilities to quarantine the victims that's why it's better for them to stay in China. It's not about leadership,8801012579469066000,#N/A,0,0,0
1533,T,Research in global health emergencies: ethical issues. A report by  Nuffbioethics  #nCoV  WHO  UNICEF  WHOGOARN  https://t.co/xTT2Sdw87h https://t.co/LG0TzqyeMF,4963163407703974259,3,0,2,7
1534,T,Don   forget to use N95 mask https://t.co/W5RP2qhaWC https://t.co/dHPurBy3oe,565951550774662437,4,0,1,0
1535,T,UK to send another civilian aircraft to help Britons leave Wuhan https://t.co/oWJOnUu1Fv,5073673505828231088,2,0,0,0
1536,T,"Coronavirus Update:  Africa takes precautions. --------------------------- Precautions are being taken in Africa to avoid further spread of the coronavirus, although there are currently no confirmed cases on the  ?https://t.co/cQl9pNiPKm",1013377121426916597,4,0,0,0
1537,U,Jkylebass I believe this is just a trial.  Most likely not the deadliest virus they contain.  By releasing something like corona virus they can track its outcome and plan for the real deal when they chose to release,2203676430729667319,3,0,0,6
1538,U,true Malaysian hero?? https://t.co/2Nj1nFG543,3577746483762120009,2,0,0,0
1539,U,"I got a refund for that itabag i ordered back in oct. there was a 2nd delay bc of the virus outbreak going on  maybe i'll be able to order that bag again some other time, it really was my fave bag for an eva/reberserk theme",5417789841339121337,3,0,0,0
1540,T,"Wuhan residents chant keep it up, Wuhan?out of their windows to boost ... https://t.co/lBJ1rQLWRf via  YouTube",4606686200268583633,2,0,0,0
1541,T,UK hit by widespread outbreak of Virus Hysteria. https://t.co/hjDX6FyqWn,2620037230042108581,2,0,2,4
1542,T,"Just in case who's looking for N95 / 3ly Medical Disposable facemask against coronavirus, Amazon in Stock now! https://t.co/RKHI0daVi5  #CoronavirusOutbreak #n95 #Coronavirus #2019nCoV #COVID2019 #facemasks #CoronaVirusUpdates #coronviruswho #N95Respirator 141",2669511694487740782,#VALUE!,0,0,0
1543,T,The way my blood boils reading all the incidents in this thread.. We are in 2020 and we still have to see and listen to these kind of people. Theyve got a skull and absolutely nothin on the inside. https://t.co/HWq65KN7Qh,4052855348498855214,3,0,0,0
1544,T,Charting the Global Economic Impact of the Coronavirus  https://t.co/JKNCQUUn5l,606555534026725203,4,0,0,0
1545,U," MailOnline The Chinese stock market in Shanghai is closed until February 3rd, 2020 over concerns the CoronaVirus will infect traders.  The European markets are being foolish while the Chinese Gov. &amp; stock markets are terrified.  Don't think that the UK is immune from this daedly plague",4345491084291395990,#VALUE!,0,0,0
1546,T,Pelosi's 'Dirty Little Secret': She Held Back Coronavirus Funding Bill so DCCC Could Run Super Tuesday Ads Against GOP https://t.co/USdYBA85Ri,1221761636272981534,3,0,0,0
1547,U," Kane9015  TheAngelofWrath It's one of the reasons as it turns into summer in the Northern hemisphere, there will be a reduction in cases just like with flu and colds. This, along with the normal plateau and tapering periods that come next (see NK + China)",7012578168040716860,#VALUE!,0,0,1
1548,T,Be a righteous Chinese. Take your mask away. The #peoplesdaily advice back in Aug19.  #WuhanCoronavirus https://t.co/P4KqMCCSJW,1088633451869919308,4,26,4,7
1549,U,Child he named Mike Pence in charge of Coronavirus? He is NO Biden,1416669726936388416,4,0,0,2
1550,T,Washington State: CDC confirms first case of coronavirus in U.S. #NationalNews #WashingtonState #HealthWatch https://t.co/pLrzNiUIaH https://t.co/EpA8VBe6KQ,4471744553992599511,2,0,0,0
1551,T,Best Non-Motorized Treadmill for Sale https://t.co/TZ4XC5nHEs Check out the best curved treadmills available to add to your home or commercial gym. Find The Best Deals On Curve Treadmill And Save Money. Best Deals #treadmill #Superfit-5060 #ntaifitness,8771842990083148719,4,0,0,0
1552,T,It coming https://t.co/JsGmlmyKwC,6537915610623763802,3,0,0,0
1553,U,Does this mean the NHS is only going to get ?310 Million of it    EU money this week? https://t.co/vjf4Gy8C5Y,1295016278589456555,4,0,0,0
1554,U,lakeith fingernails are the original cause of coronavirus,8142111995005234568,3,3,27,419
1555,T,"As U.S. Preps For Coronavirus, Health Workers Question Safety Measures https://t.co/arU3CKwQCQ",3152309794368190507,4,1,10,10
1556,T," PhilsGangRadio  StJude  am1220kdow  POTUS  realDonaldTrump  DonaldJTrumpJr  GOP  ChoiceTrade  MoneyShow CDC: 80,000 people died of flu last winter in U.S., highest death toll in 40 years https://t.co/8KGDZNzlEz via  statnews",1060157030601986545,#N/A,0,0,0
1557,U,Wdmc lmao. Them is priiiime gaming hours https://t.co/Ds2UUXwWyA,4431245643589980131,2,0,0,0
1558,T,This coronavirus shit Is getting out of hand?,8700416516821708570,3,0,0,0
1559,U,"Not to be insensitive, but if you're infectrd with Corona virus you NEED to stay in the country you caught the virus from. Flying sick Americans home knowing they can infect everyone else is reckless",6667574624595551961,3,0,0,0
1560,T,Factbox: Latest on the coronavirus spreading in China and beyond https://t.co/bdTuTTjSyA,5260473433751000802,4,0,0,0
1561,T,raumatized ?Africans Stranded in China by Coronavirus Plead to be Brought?Home https://t.co/MJgKWXgrfo https://t.co/ZVbkCcgaYS,7315637362405862306,3,0,0,0
1562,U,Who started the Coronavirus? Ask the DemocRATS,3741588437984590446,2,0,1,2
1563,T,"As the Coronavirus spreads, so does misinformation SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #deathtoll #china #trump #IowaCaucusDisaster https://t.co/ToJ1vIxeGe",2705329897732051777,4,0,0,0
1564,T,first case of #coronavirus in U.S. has been confirmed in Seattle; the mysterious contagious virus can spread from human to human and has killed 6 in Asia already https://t.co/LHALBQlXVF,5896684665862967192,4,0,1,1
1565,U, flightradar24 Now we can move the #coronavirus around the earth so much faster,4064523826186676623,#N/A,0,0,0
1566,T,"Not the incessant lying or bullying.  Not kids in cages, Not mass deportations. Coronavirus is what they fear will harm his chances in 2020.  #OutOfTouch White House fears coronavirus could shape Trump's 2020 fortunes https://t.co/CT2Njjj4PM via  politico",4263819484970406459,3,6,27,36
1567,T,Coronavirus live updates: World Health Organization declares global health emergency | National Post https://t.co/HqjFo9pwHh,7791142532509710188,4,0,0,0
1568,T,MaryiamGani  EmmmaHam  KaitMarieox  Joelpatrick1776  realDonaldTrump Here is the actual CDC report generated by the study. Feel free to read it and actually learn something. https://t.co/Frc9qDmTz1,5121708829470651616,3,1,0,0
1569,U,CDCgov  DrNancyM_CDC Why? Stop the flights! Taking people's temperature   the airport is useless. The risk is low...now. That will change if you keep letting people in from Wuhan. This is insanely reckless and grossly negligent. No quarantine either? #coronavirus #StopTheFlights https://t.co/P7wO5rB7jR,4239824180809785096,#VALUE!,0,0,2
1570,T,First confirmed cases in Liechtenstein &amp; Poland as number of cases continues to rise notably across Europe.   #Covid_19 #CoronaOutbreak #coronavirusuk https://t.co/7ceiikW44g,6140824698912099150,4,2,2,6
1571,T,238 Indonesians from China arrive in Natuna Island to be quarantined for the next 14 days https://t.co/Ogcfg2j0u2,834672397191031024,3,0,0,0
1572,T,Daily update on #COVID ?9  from Dr. Campbell  https://t.co/jbPwjlHkdr,7828127936497252983,4,0,0,0
1573,T," wxyzdetroit BY THE NUMBERS: What we know so far about the #Coronavirus.  -56 people have died in China -5 confirmed cases in the U.S. -3 POSSIBLE cases in Michigan  CDCgov is testing in order to confirm  By comparison, the flu has killed 8,200 in the U.S. since the flu season started in Oct",4331929802073546152,#VALUE!,4,1,2
1574,T,Facebook fights spread of misinformation about virus online https://t.co/HdyQjRuKnW #coronavirus #media #technology,1999230883858935761,4,0,0,0
1575,U,thank god corona virus doesn   have a twt acc bc it would definitely had came for that social 50 spot of bts,4669464191888752557,3,0,1,3
1576,U," swearyanthony also anyone in an aged-care facility is super-fucked.   Luckily for China, they don't really do those but I suspect ours are about to become a huge (health) liability",14545583591328550,#N/A,0,0,0
1577,U,I THINK THIS IS TRUE!!??????  BATS ARE GOOD &amp; NECESSARY!!??????Here    How Scientists Think Coronavirus Spreads from Bats to Humans https://t.co/CRjePwObDa,1422673795902195654,3,0,0,0
